Customer_ID,Customer_ID_Counterparty,Transaction_Value,Transaction_Type,Month
451,,-1343,Wire,Jan
951,,-480,Wire,Jan
499,,19,Wire,Jan
333,,-945,Wire,Jan
886,,-385,Wire,Jan
992,,-1027,Wire,Jan
799,,-1960,Wire,Jan
706,,6,Wire,Jan
137,,-733,Wire,Jan
829,,-740,Wire,Jan
580,,-744,Wire,Jan
411,,-52,Wire,Jan
140,,-13,Wire,Jan
43,,7,Wire,Jan
334,,13,Wire,Jan
802,,2,Wire,Jan
218,,-1746,Wire,Jan
386,,60,Wire,Jan
437,,15,Wire,Jan
610,,3,Wire,Jan
458,,3020,Salary,Jan
247,,-394,Wire,Jan
113,,-579,Wire,Jan
437,,16,Wire,Jan
755,,-495,Wire,Jan
213,,7233,Salary,Jan
497,,-643,Wire,Jan
242,,-773,Wire,Jan
768,341,3,Wire,Jan
333,,-320,Wire,Jan
379,,-188,Wire,Jan
353,,-1989,Wire,Jan
358,,-423,Wire,Jan
468,,5,Wire,Jan
80,880,-19,Wire,Jan
482,,-141,Wire,Jan
472,,-943,Wire,Jan
397,,-696,Wire,Jan
264,,-6059,Wire,Jan
750,,-323,Wire,Jan
741,,-621,Wire,Jan
302,,-191,Wire,Jan
182,,-1290,Wire,Jan
742,,-714,Wire,Jan
324,,-208,Wire,Jan
58,,-533,Wire,Jan
236,,-170,Wire,Jan
329,,4049,Salary,Jan
717,,11,Wire,Jan
532,,-151,Wire,Jan
971,,-20,Wire,Jan
594,,-274,Wire,Jan
992,,9496,Salary,Jan
160,,6109,Salary,Jan
403,,4,Wire,Jan
931,,-1189,Wire,Jan
831,,-1233,Wire,Jan
99,,-184,Wire,Jan
76,,-2689,Wire,Jan
983,,-109,Wire,Jan
533,,-83,Wire,Jan
101,,-459,Wire,Jan
71,,-206,Wire,Jan
348,,10,Wire,Jan
153,,-291,Wire,Jan
942,,-125,Wire,Jan
142,,-1627,Wire,Jan
68,,-1630,Wire,Jan
531,,-86,Wire,Jan
782,,-606,Wire,Jan
241,,56,Wire,Jan
844,,-1072,Wire,Jan
446,,-610,Cash,Jan
591,,-2422,Wire,Jan
28,,-648,Wire,Jan
347,,-112,Wire,Jan
565,,20,Wire,Jan
932,,-689,Wire,Jan
522,,-547,Wire,Jan
52,,-400,Wire,Jan
717,,-306,Wire,Jan
246,,39,Wire,Jan
852,,-368,Wire,Jan
15,,-249,Wire,Jan
210,,62,Wire,Jan
621,,-124,Wire,Jan
77,,-385,Wire,Jan
499,,7,Wire,Jan
62,,-1202,Wire,Jan
708,827,11,Wire,Jan
530,,-275,Wire,Jan
156,,8,Wire,Jan
308,,5,Wire,Jan
791,366,4,Wire,Jan
578,,5,Wire,Jan
468,,-730,Wire,Jan
461,,25,Wire,Jan
533,,-481,Wire,Jan
441,,-358,Wire,Jan
92,,59,Wire,Jan
419,,-2941,Wire,Jan
262,,13,Wire,Jan
674,,-213,Wire,Jan
779,,7,Wire,Jan
900,,-2544,Wire,Jan
841,,-2190,International,Jan
425,,178,Wire,Jan
230,,-416,Wire,Jan
333,,-527,Wire,Jan
405,,-2911,Wire,Jan
357,,-142,Wire,Jan
516,,115,Wire,Jan
367,,-2901,Wire,Jan
88,,-261,Wire,Jan
176,,-1199,Wire,Jan
685,,430,International,Jan
700,,-140,Wire,Jan
317,,21,Wire,Jan
815,,-74,Wire,Jan
822,,-451,Wire,Jan
988,,15,Wire,Jan
989,,25,Wire,Jan
179,,31,Wire,Jan
767,,-2101,Wire,Jan
260,,39,Wire,Jan
13,,-254,Wire,Jan
457,,7,Wire,Jan
370,,16,Wire,Jan
48,545,-5,Wire,Jan
272,,-1285,Wire,Jan
123,,8984,Salary,Jan
719,,20,Wire,Jan
729,,-71,Wire,Jan
317,,13,Wire,Jan
547,,14,Wire,Jan
112,,-850,Wire,Jan
46,77,-7,Wire,Jan
565,,-2284,Wire,Jan
371,,-311,Wire,Jan
760,,-233,Wire,Jan
193,,18,Wire,Jan
165,,-1102,Wire,Jan
936,,89,Wire,Jan
112,144,-67,Wire,Jan
722,945,-12,Wire,Jan
527,,-1290,Wire,Jan
905,,-785,Wire,Jan
858,,-354,Wire,Jan
550,,-28,Wire,Jan
111,,-1218,Wire,Jan
923,657,7,Wire,Jan
714,,-83,Wire,Jan
988,881,10,Wire,Jan
388,897,17,Wire,Jan
361,,19,Wire,Jan
441,,-223,Wire,Jan
861,,-1290,Cash,Jan
855,,-1686,Wire,Jan
573,,2494,Salary,Jan
764,,2,Wire,Jan
320,,6,Wire,Jan
144,,-1304,Wire,Jan
641,,-3468,Wire,Jan
252,217,10,Wire,Jan
668,,14,Wire,Jan
518,,-75,Wire,Jan
265,,12,Wire,Jan
683,,-321,Wire,Jan
512,,7708,Salary,Jan
166,,-196,Wire,Jan
422,,-612,Wire,Jan
835,,-1490,Wire,Jan
181,,1130,Cash,Jan
228,,-311,Wire,Jan
197,,16,Wire,Jan
231,,-227,Wire,Jan
686,,-81,Wire,Jan
556,,-3373,Wire,Jan
553,,11,Wire,Jan
140,,78,Wire,Jan
591,,44,Wire,Jan
803,,-250,Cash,Jan
494,,-94,Wire,Jan
307,,-1155,Wire,Jan
23,,10,Wire,Jan
682,,7,Wire,Jan
72,,1,Wire,Jan
605,,-1047,Wire,Jan
358,,-561,Wire,Jan
318,,-189,Wire,Jan
273,,-1606,Wire,Jan
909,,-1710,Wire,Jan
144,,30,Wire,Jan
336,,-1470,Wire,Jan
70,,19,Wire,Jan
300,,11,Wire,Jan
442,416,-19,Wire,Jan
883,,-2337,Wire,Jan
683,111,-4,Wire,Jan
472,,44,Wire,Jan
446,462,11,Wire,Jan
714,,-1170,Cash,Jan
273,,-1241,Wire,Jan
881,,-274,Wire,Jan
184,,6251,Salary,Jan
185,,-301,Wire,Jan
385,,-699,Wire,Jan
711,,-139,Wire,Jan
779,,19,Wire,Jan
853,,-33,Wire,Jan
787,,-174,Wire,Jan
213,,-544,Wire,Jan
957,,-147,Wire,Jan
712,,-1141,Wire,Jan
284,,-703,Wire,Jan
252,,-49,Wire,Jan
54,,-205,Wire,Jan
104,,-665,Wire,Jan
58,,23,Wire,Jan
646,,-321,Wire,Jan
491,,-449,Wire,Jan
343,,23,Wire,Jan
989,,-836,Wire,Jan
868,,27,Wire,Jan
690,,-2269,Wire,Jan
416,,-384,Wire,Jan
825,,-210,Wire,Jan
887,,-90,Wire,Jan
883,,-1354,Wire,Jan
493,,-938,Wire,Jan
556,,50,Wire,Jan
216,,-622,Wire,Jan
993,,-605,Wire,Jan
499,,-1158,Wire,Jan
602,,-1249,Wire,Jan
226,,4932,Salary,Jan
684,,-121,Wire,Jan
876,,-807,Wire,Jan
396,,7,Wire,Jan
107,,-30,Wire,Jan
416,,-530,Wire,Jan
738,,-346,Wire,Jan
559,,1088,Salary,Jan
869,189,8,Wire,Jan
558,,-600,International,Jan
743,,-543,Wire,Jan
169,,-292,Wire,Jan
966,,-669,Wire,Jan
301,,20,Wire,Jan
430,,-1195,Wire,Jan
673,,21,Wire,Jan
574,,-111,Wire,Jan
417,,5853,Salary,Jan
897,844,-17,Wire,Jan
279,,-99,Wire,Jan
932,,-914,Wire,Jan
272,,-213,Wire,Jan
359,,10,Wire,Jan
894,,7346,Salary,Jan
685,,-1080,Wire,Jan
773,646,17,Wire,Jan
773,,-1708,Wire,Jan
881,,5,Wire,Jan
491,,48,Wire,Jan
721,,-506,Wire,Jan
452,,1220,Cash,Jan
873,,4922,Salary,Jan
780,,57,Wire,Jan
166,252,13,Wire,Jan
913,,-520,Wire,Jan
261,,17,Wire,Jan
439,,160,International,Jan
603,,19,Wire,Jan
286,,8,Wire,Jan
183,,-310,Wire,Jan
547,,-1352,Wire,Jan
112,,-232,Wire,Jan
184,,-478,Wire,Jan
998,317,16,Wire,Jan
540,775,20,Wire,Jan
366,,-956,Wire,Jan
764,,-390,Wire,Jan
712,,27,Wire,Jan
335,907,-7,Wire,Jan
287,,6,Wire,Jan
800,,2356,Salary,Jan
298,,-403,Wire,Jan
323,,-2083,Wire,Jan
14,,-297,Wire,Jan
124,,-1509,Wire,Jan
82,,-37,Wire,Jan
16,,22,Wire,Jan
112,,-319,Wire,Jan
417,700,-3,Wire,Jan
20,,36,Wire,Jan
568,,-132,Wire,Jan
713,,-388,Wire,Jan
704,,-2379,Wire,Jan
973,,-931,Wire,Jan
669,,23,Wire,Jan
232,,-644,Wire,Jan
915,,-1044,Wire,Jan
707,,4,Wire,Jan
805,,87,Wire,Jan
142,,19,Wire,Jan
746,,13,Wire,Jan
780,,-1659,Wire,Jan
56,662,19,Wire,Jan
823,,24,Wire,Jan
617,,35,Wire,Jan
171,,53,Wire,Jan
91,,-160,Wire,Jan
990,,-1000,Wire,Jan
217,,87,Wire,Jan
93,,-53,Wire,Jan
427,,123,Wire,Jan
633,,-249,Wire,Jan
964,,5826,Salary,Jan
14,,-81,Wire,Jan
304,,-104,Wire,Jan
792,,-1544,Wire,Jan
810,,-6,Wire,Jan
238,,5,Wire,Jan
245,,-517,Wire,Jan
159,,-267,Wire,Jan
225,,-276,Wire,Jan
258,,-285,Wire,Jan
655,,-1109,Wire,Jan
67,,-377,Wire,Jan
652,,-1077,Wire,Jan
789,,-23,Wire,Jan
388,,-305,Wire,Jan
229,,-952,Wire,Jan
506,,-1468,Wire,Jan
969,,21,Wire,Jan
29,,1,Wire,Jan
368,,-317,Wire,Jan
744,,-2091,Wire,Jan
15,,17,Wire,Jan
167,,1050,Cash,Jan
87,,-589,Wire,Jan
633,,20,Wire,Jan
745,,57,Wire,Jan
590,,-2518,Wire,Jan
714,,-234,Wire,Jan
19,,35,Wire,Jan
378,816,-13,Wire,Jan
449,,-405,Wire,Jan
810,,24,Wire,Jan
477,,-1049,Wire,Jan
396,,4410,Salary,Jan
77,,-182,Wire,Jan
456,,79,Wire,Jan
398,,-803,Wire,Jan
979,,-635,Wire,Jan
510,,-30,Wire,Jan
289,,72,Wire,Jan
532,,-98,Wire,Jan
392,,-90,Wire,Jan
110,155,155,Wire,Jan
331,,-58,Wire,Jan
849,,-6641,Wire,Jan
536,,8348,Salary,Jan
630,,5954,Salary,Jan
281,,-230,Wire,Jan
228,,-522,Wire,Jan
826,,-781,Wire,Jan
313,,-171,Wire,Jan
456,,-1138,Wire,Jan
230,,4,Wire,Jan
325,,-2079,Wire,Jan
247,,-698,Wire,Jan
933,,-326,Wire,Jan
99,,-151,Wire,Jan
266,,-1102,Wire,Jan
338,,-491,Wire,Jan
552,,-143,Wire,Jan
578,,-66,Wire,Jan
707,,-280,Wire,Jan
999,,-269,Wire,Jan
519,,-210,Wire,Jan
769,,-384,Wire,Jan
990,,-1461,Wire,Jan
400,,-187,Wire,Jan
922,,-347,Wire,Jan
455,,-64,Wire,Jan
653,,-337,Wire,Jan
700,,-158,Wire,Jan
439,,10,Cash,Jan
151,,8,Wire,Jan
813,,-914,Wire,Jan
679,,67,Wire,Jan
788,,-965,Wire,Jan
426,412,-16,Wire,Jan
429,,-863,Wire,Jan
407,,-158,Wire,Jan
385,931,31,Wire,Jan
669,,-1495,Wire,Jan
687,,-237,Wire,Jan
708,,-563,Wire,Jan
23,,-680,Wire,Jan
203,,-398,Wire,Jan
243,,-4810,Wire,Jan
858,,78,Wire,Jan
382,,-108,Wire,Jan
674,,39,Wire,Jan
608,,-1161,Wire,Jan
303,,-194,Wire,Jan
641,,7545,Salary,Jan
321,456,8,Wire,Jan
331,672,12,Wire,Jan
124,,-1220,International,Jan
964,,-938,Wire,Jan
710,,5,Wire,Jan
385,,-1010,Wire,Jan
763,,5693,Salary,Jan
126,,-587,Wire,Jan
600,,-15,Wire,Jan
754,,-263,Wire,Jan
328,,-152,Wire,Jan
880,,-114,Wire,Jan
721,,155,Wire,Jan
526,,-1794,Wire,Jan
48,,2,Wire,Jan
25,,-548,Wire,Jan
715,,-104,Wire,Jan
965,,-625,Wire,Jan
732,,-184,Wire,Jan
16,,-1384,Wire,Jan
495,,-743,Wire,Jan
597,,-368,Wire,Jan
239,,-1400,Cash,Jan
517,,-20,Wire,Jan
701,,-169,Wire,Jan
687,334,7,Wire,Jan
593,,-741,Wire,Jan
565,,-1597,Wire,Jan
652,,-301,Wire,Jan
896,,-831,Wire,Jan
381,,-1523,Wire,Jan
974,,-209,Wire,Jan
116,,-624,Wire,Jan
347,,5468,Salary,Jan
605,,76,Wire,Jan
603,,74,Wire,Jan
103,,-3842,Wire,Jan
71,,-250,Wire,Jan
537,,-123,Wire,Jan
742,,21,Wire,Jan
398,,45,Wire,Jan
221,,-249,Wire,Jan
805,,-40,Wire,Jan
583,,-644,Wire,Jan
155,,32,Wire,Jan
476,,-1858,Wire,Jan
174,,-261,Wire,Jan
168,,-495,Wire,Jan
459,,2,Wire,Jan
779,,-1216,Wire,Jan
517,,1450,Cash,Jan
996,,-773,Wire,Jan
387,,-552,Wire,Jan
364,,-425,Wire,Jan
661,,-185,Wire,Jan
616,,41,Wire,Jan
184,,-355,Wire,Jan
821,,-554,Wire,Jan
838,,31,Wire,Jan
346,,7,Wire,Jan
16,,-262,Wire,Jan
627,,-373,Wire,Jan
409,,-623,Wire,Jan
512,652,17,Wire,Jan
298,,-66,Wire,Jan
526,,-98,Wire,Jan
358,,-46,Wire,Jan
746,,-1345,Wire,Jan
906,,-569,Wire,Jan
921,375,-15,Wire,Jan
490,,27,Wire,Jan
129,,-740,Wire,Jan
454,,-159,Wire,Jan
323,,6,Wire,Jan
414,,-764,Wire,Jan
785,,-705,Wire,Jan
422,,29,Wire,Jan
421,,-316,Wire,Jan
767,,-332,Wire,Jan
16,,-373,Wire,Jan
797,,43,Wire,Jan
970,,-520,Wire,Jan
225,,72,Wire,Jan
823,,-271,Wire,Jan
235,,-3009,Wire,Jan
348,,-427,Wire,Jan
654,,-320,Wire,Jan
214,636,15,Wire,Jan
507,,18,Wire,Jan
28,,-784,Wire,Jan
759,,4318,Salary,Jan
900,976,-4,Wire,Jan
112,,-2016,Wire,Jan
539,,-337,Wire,Jan
397,,23,Wire,Jan
534,,-661,Wire,Jan
43,,-1521,Wire,Jan
442,,-148,Wire,Jan
816,249,-31,Wire,Jan
810,,-71,Wire,Jan
815,,3999,Salary,Jan
50,,5,Wire,Jan
245,,-138,Wire,Jan
414,,35,Wire,Jan
883,,-1890,Wire,Jan
785,,-1089,Wire,Jan
412,,15,Wire,Jan
394,,26,Wire,Jan
490,,7,Wire,Jan
332,,-683,Wire,Jan
140,,-123,Wire,Jan
237,,20,Wire,Jan
503,,7801,Salary,Jan
467,,7,Wire,Jan
236,805,10,Wire,Jan
717,,-371,Wire,Jan
126,,-1742,Wire,Jan
505,,7570,Salary,Jan
296,,-1672,Wire,Jan
266,,78,Wire,Jan
680,388,11,Wire,Jan
44,,9893,Salary,Jan
847,569,-20,Wire,Jan
204,,9677,Salary,Jan
93,,9119,Salary,Jan
552,,-155,Wire,Jan
849,,-1608,Wire,Jan
110,,-184,Wire,Jan
179,,17,Wire,Jan
68,,-1786,Wire,Jan
114,,11,Wire,Jan
369,,-982,Wire,Jan
593,,-400,Wire,Jan
441,,-1770,Wire,Jan
772,,-1194,Wire,Jan
324,,-171,Wire,Jan
482,,-188,Wire,Jan
425,,-498,Wire,Jan
244,,-1094,Wire,Jan
246,,-292,Wire,Jan
565,,-1094,Wire,Jan
118,,-839,Wire,Jan
482,,-232,Wire,Jan
889,,-218,Wire,Jan
198,850,5,Wire,Jan
973,,-723,Wire,Jan
452,,-154,Wire,Jan
201,,-448,Wire,Jan
162,,-117,Wire,Jan
299,,25,Wire,Jan
143,,-1642,Wire,Jan
383,,23,Wire,Jan
500,,-62,Wire,Jan
779,,25,Wire,Jan
389,,-401,Wire,Jan
987,,-449,Wire,Jan
287,,1320,Salary,Jan
921,,-613,Wire,Jan
