Customer_ID,Age,Sex,High_Risk_Country,Vulnerable_Area,Intention_International_Payments,Intention_Cash_Deposits
86,39,Male,False,False,True,False
87,75,Male,False,True,False,False
88,23,Female,False,False,False,False
89,82,Male,False,False,False,False
90,56,Female,False,False,False,False
91,85,Female,True,False,True,False
92,31,Female,False,False,True,True
93,57,Male,False,False,True,False
94,75,Male,False,False,True,False
95,24,Female,False,False,False,False
96,35,Male,False,False,False,False
97,80,Male,True,False,False,False
98,53,Female,False,False,True,False
99,46,Male,True,False,False,False
100,63,Male,False,True,True,False
101,22,Female,False,False,True,False
102,80,Female,False,False,False,False
103,85,Female,False,False,True,False
104,19,Female,False,False,False,False
105,67,Female,False,False,False,False
106,71,Male,False,False,False,False
107,75,Male,False,True,False,False
108,82,Female,False,False,False,False
109,62,Male,False,False,False,False
110,35,Female,False,True,False,False
111,62,Male,False,False,True,False
112,24,Female,False,False,False,False
113,45,Male,False,False,False,False
114,75,Female,False,False,False,False
115,54,Female,False,False,False,True
116,63,Female,True,False,False,False
117,48,Male,False,False,True,False
118,19,Female,False,False,True,False
119,63,Female,False,False,True,False
120,81,Female,False,False,False,False
121,23,Male,False,True,True,True
122,62,Female,True,False,False,False
123,53,Male,True,False,False,True
124,52,Male,True,False,False,False
125,69,Male,False,False,False,True
126,31,Female,True,False,False,False
127,61,Male,True,False,False,False
128,70,Male,False,False,False,True
129,23,Female,False,False,False,False
130,66,Female,True,False,True,False
131,68,Female,True,False,False,False
132,52,Female,False,False,False,False
133,69,Female,True,False,False,False
134,59,Male,True,False,True,True
135,40,Male,False,False,False,False
136,24,Male,False,False,True,False
137,49,Male,False,True,True,False
138,21,Female,False,False,False,False
139,69,Male,True,False,True,True
140,55,Male,True,False,True,False
141,83,Male,False,False,False,False
142,68,Female,False,True,True,False
143,59,Female,True,False,True,False
144,39,Male,True,False,False,False
145,61,Male,False,False,False,False
146,46,Female,False,False,True,False
147,31,Male,True,False,False,False
148,52,Female,False,False,True,False
149,41,Female,False,False,False,False
150,59,Male,False,False,True,True
151,18,Female,True,False,False,False
152,67,Male,False,False,True,False
153,45,Male,False,False,False,True
154,35,Male,False,False,False,False
155,53,Male,False,False,True,True
156,78,Female,False,False,False,False
157,41,Male,True,False,False,False
158,61,Female,False,False,False,False
159,51,Male,False,False,False,False
160,69,Male,False,False,False,False
161,35,Male,False,False,True,False
162,25,Male,False,False,True,False
163,72,Female,False,False,False,False
164,72,Female,True,False,False,False
165,38,Female,False,False,False,False
166,24,Female,False,False,True,True
167,68,Male,True,False,True,False
168,53,Female,False,False,False,False
169,73,Female,False,False,False,False
170,33,Male,True,True,False,False
171,27,Male,True,False,True,False
172,36,Female,False,False,True,False
173,67,Female,False,False,True,False
174,51,Male,False,False,False,False
175,25,Female,False,False,False,False
176,44,Female,False,True,False,False
177,33,Male,False,True,True,False
178,24,Male,False,False,True,True
179,64,Male,True,False,False,False
180,74,Male,True,False,False,False
181,35,Female,False,True,False,False
182,68,Female,True,False,False,False
183,38,Female,False,False,False,False
184,33,Male,False,False,False,False
185,37,Male,False,False,True,True
186,49,Female,False,False,False,False
187,83,Male,True,False,False,False
188,21,Male,False,False,True,False
189,33,Male,False,False,True,False
190,25,Female,False,False,False,False
191,72,Male,True,False,False,False
192,53,Male,False,False,False,False
193,84,Female,False,False,False,False
194,64,Female,False,False,False,False
195,71,Female,False,False,False,False
196,81,Female,True,False,True,False
197,28,Male,False,False,True,True
198,48,Male,False,True,True,False
199,46,Female,False,False,False,False
200,50,Female,True,False,True,False
201,67,Male,False,False,False,False
202,82,Male,False,True,False,False
203,55,Male,False,False,True,False
204,77,Female,True,False,True,False
205,79,Male,False,False,True,False
206,35,Male,False,False,False,False
207,74,Female,False,False,True,False
208,39,Female,False,False,False,False
209,18,Female,False,False,True,False
210,31,Female,False,False,True,False
211,54,Female,False,False,True,True
212,72,Male,True,False,True,False
213,84,Female,True,False,True,False
214,20,Female,False,False,False,False
215,84,Male,False,False,True,False
216,39,Female,True,False,False,True
217,81,Male,True,False,False,False
218,27,Male,False,False,False,False
219,57,Female,False,False,False,False
220,84,Male,True,False,False,False
221,31,Female,False,True,True,False
222,57,Male,False,True,True,True
223,70,Male,False,False,False,False
224,18,Male,False,False,False,False
225,56,Female,False,True,True,True
226,60,Male,False,False,True,False
227,31,Male,True,False,False,False
228,54,Male,False,False,False,False
229,61,Male,False,False,False,False
230,55,Male,True,False,False,False
231,78,Female,False,False,False,True
232,43,Female,False,False,False,False
233,77,Female,False,False,True,False
234,51,Female,False,True,True,False
235,27,Female,False,False,False,False
236,34,Female,False,False,False,False
237,49,Male,False,False,False,False
238,55,Female,False,False,False,False
239,39,Male,False,False,False,False
240,40,Female,False,False,True,True
241,58,Female,False,False,False,False
242,44,Male,False,True,True,False
243,80,Female,False,False,False,False
244,18,Male,False,False,False,False
245,74,Male,False,False,True,False
246,45,Female,False,False,False,False
247,27,Male,False,False,False,False
248,66,Male,False,False,False,True
249,49,Male,True,False,True,True
250,29,Female,False,False,False,False
251,24,Female,False,False,False,False
252,49,Male,False,False,False,False
253,19,Male,False,False,True,True
254,43,Female,False,False,False,False
255,54,Male,True,False,False,True
256,55,Female,False,False,False,False
257,46,Male,True,False,True,False
258,30,Female,False,True,False,False
259,54,Male,False,False,False,False
260,73,Female,False,False,True,False
261,74,Female,True,False,True,True
262,83,Female,False,False,False,True
263,65,Male,False,False,True,False
264,83,Female,True,False,False,True
265,19,Male,False,False,False,False
266,52,Male,False,False,True,False
267,53,Male,False,False,False,False
268,75,Male,False,True,True,False
269,63,Female,True,False,True,False
270,57,Female,False,False,True,False
271,61,Male,True,False,False,False
272,31,Female,True,False,False,False
273,81,Male,True,False,True,False
274,37,Male,False,False,True,False
275,60,Female,True,False,False,False
276,69,Male,False,False,False,False
277,27,Male,False,False,True,False
278,65,Male,False,False,True,False
279,73,Male,False,True,True,True
280,85,Female,False,False,True,False
281,34,Male,False,False,False,False
282,48,Female,True,False,True,False
283,57,Male,False,False,False,False
284,32,Male,False,False,True,True
285,74,Female,False,False,False,False
286,83,Female,False,False,True,False
287,46,Male,False,False,False,False
288,26,Male,False,True,True,False
289,83,Male,False,False,False,True
290,32,Female,False,False,True,False
291,56,Male,False,False,True,False
292,81,Female,False,False,True,False
293,78,Female,False,False,False,False
294,43,Female,False,False,False,False
295,83,Male,False,False,False,False
296,31,Male,False,False,True,False
297,59,Male,False,False,True,True
298,50,Male,False,False,False,False
299,77,Male,False,False,False,False
300,42,Male,False,False,False,False
301,57,Female,False,False,True,False
302,58,Female,False,False,False,False
303,45,Female,False,False,False,False
304,29,Female,False,False,False,True
305,47,Female,False,True,False,False
306,55,Female,True,False,False,False
307,60,Male,False,False,True,False
308,29,Female,False,False,True,False
309,53,Female,False,False,False,False
310,36,Male,False,False,True,True
311,21,Female,False,False,True,False
312,22,Female,False,False,True,False
313,27,Female,False,False,False,False
314,44,Male,False,False,False,False
315,43,Male,False,False,True,False
316,82,Male,False,False,True,False
317,41,Male,False,False,False,True
318,39,Female,False,False,True,False
319,38,Female,True,False,True,False
320,76,Female,False,False,False,False
321,74,Female,True,False,False,False
322,34,Male,False,False,True,False
323,48,Female,False,False,False,False
324,50,Female,False,True,False,False
325,65,Female,False,False,True,False
326,19,Female,False,False,False,False
327,62,Male,True,False,True,False
328,85,Male,False,True,True,False
329,31,Female,False,False,False,False
330,80,Female,False,False,True,False
331,70,Female,False,True,False,False
332,65,Female,True,False,False,False
333,78,Male,False,False,False,False
334,23,Male,False,False,False,False
335,41,Male,False,False,False,False
336,40,Male,False,False,True,True
337,79,Female,False,False,True,False
338,76,Male,True,True,False,False
339,36,Male,True,False,True,False
340,68,Male,False,False,True,False
341,24,Female,False,False,False,False
342,30,Female,True,False,False,False
343,84,Female,True,False,False,False
344,68,Male,False,False,False,True
345,67,Female,False,False,False,False
346,32,Female,False,False,False,False
347,68,Male,False,False,True,False
348,18,Male,False,False,False,False
349,63,Female,True,False,False,True
350,57,Female,False,False,False,False
351,38,Male,False,False,False,False
352,24,Male,False,True,False,False
353,70,Male,False,False,True,False
354,85,Female,False,False,True,False
355,61,Female,True,False,False,False
356,68,Female,False,False,False,False
357,47,Male,False,False,False,False
358,41,Female,False,False,False,True
359,82,Female,False,False,False,False
360,30,Male,False,False,True,False
361,34,Female,False,False,True,False
362,22,Male,False,False,False,False
363,22,Female,False,False,True,True
364,53,Male,False,False,True,False
365,62,Female,False,True,False,False
366,26,Female,False,False,False,False
367,26,Male,False,False,True,True
368,75,Female,False,False,False,False
369,79,Male,False,False,True,False
370,50,Male,False,False,False,False
371,41,Male,False,False,False,False
372,78,Male,False,False,True,False
373,56,Male,False,False,True,True
374,60,Male,False,False,False,False
375,48,Male,False,False,False,False
376,83,Male,False,True,False,True
377,25,Female,False,False,True,False
378,40,Male,False,False,False,False
379,58,Male,False,False,True,True
380,19,Female,False,False,False,False
381,38,Male,False,False,False,False
382,79,Female,False,False,True,False
383,48,Female,False,False,True,False
384,64,Male,False,False,False,True
385,80,Female,False,False,False,True
386,84,Male,False,False,False,False
387,20,Female,False,False,True,False
388,57,Male,False,False,False,False
389,68,Female,False,False,False,False
390,66,Male,True,False,True,False
391,29,Female,False,False,False,False
392,72,Male,False,False,False,False
393,18,Female,False,False,False,False
394,42,Male,True,False,False,False
395,45,Male,True,False,True,False
396,19,Male,False,False,True,False
397,39,Male,True,False,False,False
398,25,Female,False,False,False,False
399,33,Male,False,False,False,False
400,25,Female,False,False,True,False
401,27,Female,False,True,True,False
402,44,Male,False,False,True,True
403,41,Male,False,True,True,True
404,31,Male,False,False,False,False
405,20,Male,False,False,True,True
406,46,Male,False,False,False,True
407,24,Male,False,False,True,False
408,35,Male,True,False,True,False
409,45,Female,False,False,False,False
410,57,Male,False,False,False,True
411,55,Female,True,True,True,True
412,18,Female,False,False,False,False
413,32,Female,False,False,True,False
414,69,Male,True,False,False,False
415,57,Female,False,False,False,False
416,41,Male,False,False,False,False
417,18,Female,False,False,True,False
418,78,Female,True,False,False,False
419,30,Male,False,False,False,False
420,79,Male,False,False,True,False
421,19,Male,True,False,True,False
422,80,Male,False,False,True,False
423,44,Female,False,False,True,True
424,33,Female,False,False,False,False
425,32,Male,False,False,False,False
426,74,Female,False,True,False,False
427,77,Male,False,False,False,True
428,59,Female,False,False,True,False
429,72,Female,False,False,False,False
430,75,Male,False,False,True,False
431,51,Female,False,False,True,True
432,30,Female,False,False,False,False
433,29,Female,False,False,True,False
434,22,Male,False,False,True,False
435,32,Female,False,True,False,False
436,65,Male,False,False,False,False
437,54,Male,False,False,False,True
438,23,Female,False,False,False,False
439,35,Male,True,False,True,False
440,67,Male,False,True,True,True
441,37,Female,False,False,False,False
442,26,Female,False,True,True,False
443,68,Female,False,True,True,False
444,49,Female,False,False,True,False
445,60,Female,False,True,False,False
446,39,Male,True,False,False,False
447,50,Female,False,False,False,False
448,74,Female,True,False,True,False
449,37,Female,False,False,False,False
450,85,Male,False,False,True,True
451,57,Female,False,False,False,False
452,53,Male,False,False,False,False
453,69,Male,True,False,True,False
454,44,Male,True,False,True,True
455,60,Male,False,False,False,False
456,40,Male,False,False,False,False
457,28,Male,True,False,False,False
458,27,Male,False,False,True,False
459,35,Female,False,False,False,False
460,41,Female,False,False,False,False
461,66,Female,False,False,True,False
462,63,Female,False,False,False,True
463,68,Male,False,False,False,False
464,81,Female,False,False,True,False
465,29,Male,False,False,False,False
466,69,Male,False,False,False,False
467,79,Male,False,False,False,False
468,19,Male,False,False,False,False
469,18,Male,False,False,True,False
470,35,Male,False,False,False,False
471,76,Female,True,False,False,False
472,44,Female,False,False,False,False
473,24,Female,False,False,True,False
474,32,Female,False,False,False,False
475,24,Male,True,False,False,False
476,63,Male,False,False,False,False
477,24,Male,False,False,False,False
478,34,Female,False,True,True,False
479,41,Female,False,True,True,False
480,63,Male,False,False,True,False
481,80,Female,False,False,False,False
482,57,Male,False,False,True,False
483,61,Female,False,False,False,True
484,32,Male,False,False,False,False
485,78,Male,False,False,True,True
486,66,Male,False,False,False,True
487,81,Male,False,False,True,False
488,30,Male,False,False,False,False
489,55,Male,False,False,False,False
490,48,Female,False,False,True,False
491,31,Male,False,True,False,False
492,28,Female,False,False,True,False
493,55,Male,False,False,False,False
494,78,Female,False,False,False,False
495,27,Male,False,False,True,False
496,36,Male,False,False,False,False
497,69,Male,False,False,True,False
498,71,Female,True,True,True,True
499,21,Female,False,False,True,False
500,46,Male,False,False,True,False
501,67,Male,True,False,False,False
502,18,Female,True,False,False,False
503,53,Female,False,False,True,False
504,41,Female,False,False,False,False
505,81,Female,False,False,False,False
506,42,Male,True,False,False,False
507,36,Male,False,False,False,False
508,25,Female,False,False,False,True
509,45,Female,False,False,False,False
510,80,Male,False,False,True,False
511,22,Male,False,False,True,False
512,40,Male,False,False,False,False
513,60,Male,False,False,False,False
514,35,Male,False,False,False,False
515,29,Male,False,False,False,False
516,63,Female,False,False,False,False
517,30,Female,True,False,False,False
518,74,Female,False,False,False,False
519,55,Female,False,False,True,False
520,58,Female,False,False,False,False
521,79,Female,True,False,False,False
522,83,Female,True,False,False,True
523,21,Male,False,False,False,False
524,65,Male,False,False,True,False
525,25,Female,False,False,True,False
526,63,Male,False,False,True,False
527,77,Male,False,False,True,True
528,68,Male,False,False,False,False
529,44,Female,False,False,True,False
530,75,Female,False,False,False,False
531,41,Female,False,False,True,False
532,71,Male,False,False,False,False
533,31,Female,False,False,True,False
534,70,Male,True,False,False,False
535,74,Male,False,False,True,False
536,60,Female,False,False,True,False
537,32,Male,True,False,False,True
538,26,Female,False,False,True,False
539,51,Female,True,True,False,False
540,47,Male,False,False,False,False
541,55,Female,False,False,False,False
542,66,Male,False,False,False,True
543,65,Female,False,True,False,False
544,78,Female,False,False,True,False
545,41,Male,False,False,False,False
546,31,Male,True,False,False,False
547,55,Male,False,False,True,False
548,67,Male,False,False,False,True
549,33,Male,False,True,False,False
550,54,Male,False,False,True,True
551,73,Male,True,True,False,False
552,85,Male,False,False,False,False
553,45,Female,False,False,False,False
554,60,Male,False,False,False,False
555,28,Male,False,False,True,True
556,41,Female,False,False,True,True
557,27,Female,False,False,False,False
558,27,Female,False,False,False,False
559,20,Male,False,False,False,False
560,43,Female,False,False,False,True
561,46,Female,False,False,False,False
562,36,Female,True,True,False,False
563,35,Female,False,False,False,False
564,59,Female,False,False,True,False
565,69,Female,False,False,True,False
566,82,Male,True,True,True,False
567,40,Male,True,False,True,False
568,20,Female,False,False,False,False
569,76,Male,False,False,True,False
570,32,Female,False,False,False,False
571,75,Female,False,False,True,False
572,20,Male,False,False,False,False
573,57,Female,False,False,True,False
574,46,Male,False,False,True,False
575,75,Male,True,False,False,False
576,47,Female,False,False,True,False
577,39,Male,False,False,True,False
578,84,Male,True,False,False,False
579,32,Male,True,False,False,True
580,83,Male,False,False,False,False
581,58,Male,False,False,True,False
582,60,Male,False,False,False,False
583,40,Male,False,False,False,True
584,79,Female,False,False,True,False
585,51,Male,False,False,True,False
586,44,Female,False,False,False,True
587,24,Male,False,False,False,False
588,20,Female,False,False,False,False
589,57,Male,False,False,True,False
590,25,Male,False,False,True,False
591,56,Male,True,False,True,False
592,53,Male,True,False,True,False
593,32,Female,True,False,True,False
594,56,Male,True,False,True,False
595,31,Male,False,False,False,False
596,22,Male,False,False,True,True
597,51,Male,False,True,True,False
598,34,Female,True,False,True,False
599,24,Male,False,False,False,False
600,22,Male,False,False,False,False
601,70,Male,False,False,False,False
602,56,Female,False,False,True,False
603,30,Male,False,False,False,False
604,81,Male,False,False,True,True
605,28,Female,False,False,False,True
606,61,Female,True,False,False,False
607,25,Male,False,False,False,False
608,74,Female,False,False,False,False
609,79,Male,False,False,True,False
610,58,Female,False,False,False,False
611,73,Female,True,False,True,False
612,38,Male,False,False,False,False
613,81,Male,False,True,True,True
614,67,Female,False,False,False,True
615,37,Male,False,False,False,False
616,24,Female,False,True,False,False
617,79,Female,False,False,False,False
618,20,Female,False,True,True,False
619,61,Female,True,False,False,False
620,77,Female,False,True,True,False
621,33,Male,False,False,False,False
622,75,Female,False,False,False,False
623,29,Female,True,False,False,False
624,30,Female,False,True,False,False
625,31,Male,False,False,False,False
626,27,Male,False,False,False,False
627,54,Female,True,False,False,True
628,57,Male,False,False,True,True
629,55,Female,False,False,False,False
630,20,Female,True,False,False,False
631,42,Female,False,False,True,False
632,84,Female,False,False,True,False
633,32,Male,False,False,False,True
634,47,Male,False,False,False,False
635,25,Female,True,False,False,False
636,21,Female,False,False,True,False
637,47,Female,False,False,True,False
638,57,Male,False,False,False,False
639,79,Female,False,False,True,False
640,39,Male,False,False,True,False
641,29,Female,False,False,False,False
642,64,Male,False,False,True,False
643,69,Female,False,False,False,True
644,51,Male,False,False,False,False
645,77,Male,False,False,True,False
646,24,Female,False,False,False,False
647,84,Male,False,False,True,False
648,51,Male,False,False,False,False
649,76,Female,False,False,False,False
650,54,Female,False,False,True,True
651,45,Female,False,False,False,False
652,27,Female,False,False,False,True
653,34,Male,False,False,False,False
654,27,Female,False,False,False,False
655,73,Female,False,True,False,False
656,26,Male,True,False,True,False
657,51,Male,False,False,True,True
658,65,Female,False,False,True,False
659,82,Male,False,False,False,True
660,69,Male,False,False,True,False
661,22,Female,False,False,True,False
662,34,Female,False,False,False,False
663,22,Male,False,False,True,False
664,79,Female,True,False,False,False
665,73,Female,False,False,True,False
666,33,Female,False,False,True,False
667,66,Male,False,False,True,True
668,72,Female,True,False,True,True
669,37,Female,False,False,False,True
670,75,Male,False,False,True,False
671,68,Male,False,False,True,False
672,37,Female,False,False,False,False
673,37,Male,False,False,False,False
674,82,Male,True,False,False,False
675,18,Male,False,True,False,False
676,84,Male,False,False,False,False
677,30,Male,False,False,True,False
678,84,Male,True,False,False,True
679,37,Male,False,False,True,True
680,67,Female,False,False,True,True
681,49,Female,False,False,False,True
682,48,Female,False,False,False,False
683,34,Female,False,False,False,False
684,54,Male,False,False,True,True
685,57,Male,True,False,False,False
686,85,Male,True,False,False,False
687,62,Female,False,True,False,False
688,71,Male,True,False,True,True
689,83,Female,False,True,False,False
690,41,Male,False,False,False,False
691,30,Male,False,True,True,False
692,75,Female,True,False,False,False
693,85,Female,False,True,False,False
694,85,Male,True,False,False,False
695,50,Male,False,False,True,False
696,40,Female,False,False,True,True
697,60,Male,False,False,False,False
698,62,Male,False,False,True,False
699,19,Male,False,False,False,False
700,79,Male,False,False,True,False
701,45,Female,True,False,True,False
702,31,Female,False,False,True,False
703,76,Female,False,True,False,False
704,72,Female,False,False,True,False
705,20,Male,False,False,False,True
706,31,Female,False,False,False,False
707,54,Male,True,False,True,False
708,67,Female,True,False,True,False
709,55,Female,False,False,False,False
710,73,Male,False,False,False,False
711,28,Male,False,False,False,False
712,59,Male,False,False,True,False
713,81,Female,True,False,False,False
714,37,Female,False,False,False,False
715,20,Female,False,False,False,False
716,53,Female,False,False,False,False
717,28,Male,True,False,False,False
718,66,Male,False,False,True,False
719,39,Female,False,True,True,False
720,57,Male,True,False,False,False
721,33,Female,False,False,False,False
722,76,Female,False,False,True,False
723,29,Male,False,False,False,False
724,25,Female,False,False,False,False
725,28,Female,False,False,False,False
726,60,Female,False,False,True,False
727,74,Male,True,True,True,False
728,59,Female,False,False,True,False
729,42,Female,False,False,True,False
730,66,Female,False,False,False,False
731,36,Female,False,False,True,False
732,34,Female,False,False,False,False
733,82,Male,False,False,False,False
734,82,Female,False,False,False,False
735,40,Male,False,False,False,True
736,43,Female,False,False,False,False
737,27,Male,True,False,True,False
738,76,Female,True,False,False,False
739,54,Male,True,False,False,False
740,54,Male,False,False,True,False
741,51,Male,True,False,True,False
742,70,Female,False,False,True,False
743,71,Female,False,False,False,False
744,36,Female,False,False,False,False
745,34,Male,False,False,False,False
746,57,Female,False,False,True,False
747,46,Male,True,False,False,False
748,69,Female,False,False,False,False
749,53,Male,False,False,True,False
750,19,Male,False,False,False,False
751,43,Male,False,False,False,False
752,29,Male,False,False,False,False
753,66,Male,False,False,False,False
754,60,Female,False,False,False,False
755,46,Female,False,False,True,False
756,51,Male,True,False,False,False
757,70,Male,False,False,True,True
758,67,Female,True,False,True,False
759,46,Female,False,False,True,False
760,34,Male,False,False,True,False
761,43,Female,True,False,False,True
762,52,Male,False,False,False,False
763,72,Female,True,True,True,False
764,84,Female,False,True,False,False
765,47,Female,False,False,False,False
766,63,Male,False,False,False,False
767,53,Male,False,False,True,False
768,35,Male,False,False,True,False
769,42,Male,False,False,False,False
770,58,Female,False,True,False,False
771,33,Male,False,False,False,False
772,32,Male,False,False,True,False
773,55,Male,False,False,False,False
774,65,Male,True,False,True,True
775,64,Female,False,False,True,False
776,55,Female,False,False,True,False
777,30,Female,False,False,True,True
778,33,Male,False,False,False,False
779,30,Male,False,False,False,False
780,68,Male,False,False,False,False
781,49,Male,False,False,True,False
782,20,Female,False,False,True,False
783,83,Female,True,False,False,False
784,62,Male,False,False,True,False
785,27,Female,False,True,False,False
786,84,Female,False,False,False,False
787,75,Male,False,False,True,False
788,35,Male,False,False,False,False
789,24,Female,False,True,True,False
790,43,Female,True,False,False,False
791,68,Female,False,False,False,False
792,39,Male,True,False,False,False
793,56,Female,False,False,False,False
794,59,Female,False,False,True,True
795,30,Male,False,False,False,False
796,57,Male,False,False,True,False
797,53,Female,False,False,False,True
798,75,Male,True,False,False,True
799,42,Female,True,False,True,True
800,58,Male,False,False,False,False
801,30,Female,False,False,False,False
802,73,Female,False,False,True,False
803,82,Male,False,False,True,False
804,28,Female,False,False,False,False
805,84,Female,False,False,False,False
806,40,Female,False,False,False,False
807,43,Male,False,False,True,True
808,41,Female,True,False,False,False
809,43,Male,True,False,False,False
810,83,Male,False,False,False,False
811,49,Male,False,False,False,False
812,69,Male,False,False,True,True
813,78,Female,False,False,False,False
814,82,Female,False,False,True,False
815,44,Male,False,False,True,True
816,21,Female,True,False,False,False
817,31,Male,False,False,False,False
818,83,Female,True,False,False,False
819,41,Male,False,False,False,False
820,65,Female,False,False,True,False
821,19,Male,False,False,True,False
822,74,Male,False,False,False,True
823,37,Female,True,False,True,False
824,51,Female,False,False,True,False
825,72,Female,False,False,True,False
826,79,Male,False,False,False,False
827,54,Male,False,False,False,False
828,52,Male,False,False,True,False
829,26,Female,True,False,False,False
830,36,Male,False,False,True,True
831,58,Male,False,False,False,False
832,20,Male,False,True,True,False
833,31,Female,False,False,False,False
834,40,Female,True,False,True,False
835,44,Female,False,False,False,False
836,40,Female,False,False,True,False
837,75,Female,True,True,True,False
838,52,Male,True,False,False,False
839,37,Male,False,False,False,True
840,70,Female,False,False,False,False
841,57,Male,False,False,False,False
842,24,Male,False,False,False,False
843,21,Male,True,True,True,False
844,38,Male,False,False,True,True
845,63,Female,False,False,True,False
846,45,Male,False,False,False,True
847,19,Female,False,False,False,False
848,38,Female,False,False,False,True
849,78,Female,False,False,False,False
850,70,Male,False,True,False,False
851,21,Female,True,False,False,False
852,46,Female,False,False,True,False
853,78,Female,True,False,True,False
854,35,Female,False,False,False,False
855,40,Female,False,True,True,False
856,83,Female,True,False,False,False
857,60,Female,False,False,True,False
858,77,Female,False,False,False,False
859,27,Female,False,False,True,False
860,43,Male,False,False,False,False
861,24,Female,False,False,False,False
862,68,Female,False,False,False,False
863,35,Male,False,False,True,False
864,44,Male,False,False,True,False
865,25,Female,False,False,False,False
866,74,Male,False,False,False,False
867,85,Female,False,True,False,False
868,84,Female,False,False,False,False
869,68,Male,False,False,True,False
870,23,Female,True,True,True,False
871,50,Female,False,False,True,False
872,67,Female,False,False,False,False
873,69,Female,True,False,True,False
874,71,Female,False,False,True,False
875,38,Female,False,False,True,False
876,42,Female,False,False,False,False
877,32,Male,True,False,True,False
878,85,Female,False,True,False,False
879,59,Female,False,False,False,False
880,21,Female,False,False,False,False
881,48,Female,False,False,True,False
882,36,Female,False,False,False,False
883,73,Male,False,True,False,False
884,19,Female,False,False,True,False
885,80,Female,False,False,True,False
886,64,Male,True,False,False,False
887,21,Male,False,False,False,False
888,18,Female,True,False,True,False
889,26,Female,False,False,False,False
890,32,Female,False,False,False,False
891,63,Female,True,False,False,False
892,73,Female,False,False,False,False
893,39,Female,True,False,False,False
894,39,Female,False,False,False,True
895,49,Male,False,False,True,False
896,76,Male,True,False,True,True
897,83,Male,False,False,True,False
898,28,Male,False,False,False,False
899,29,Male,False,False,False,False
900,27,Male,False,False,True,False
901,75,Male,False,False,False,False
902,85,Male,False,False,True,False
903,49,Male,False,False,True,True
904,20,Male,False,False,False,False
905,56,Male,False,False,False,False
906,58,Male,False,False,False,False
907,70,Female,False,False,False,False
908,40,Female,False,False,True,False
909,51,Male,True,False,False,False
910,69,Female,False,False,True,False
911,54,Male,True,False,True,False
912,80,Female,False,True,False,False
913,30,Male,False,False,True,False
914,69,Female,True,False,True,False
915,26,Male,True,False,True,False
916,62,Male,False,False,False,False
917,48,Female,False,True,False,False
918,40,Male,False,False,False,False
919,61,Male,True,False,False,False
920,70,Female,False,True,True,False
921,26,Female,False,False,False,False
922,78,Female,False,False,False,False
923,59,Male,False,False,True,False
924,69,Male,False,True,True,False
925,47,Female,False,True,False,False
